Frame,Fragment_Type,Count
1899,H,264
1899,H2,32
1900,O2,68
1900,HO,10
1900,H2O,17
1900,H2O2,11
1900,HO2,6
1900,HO3,1
1900,H,256
1900,H2,36
1901,O2,68
1901,HO,9
1901,H2O,17
1901,H2O2,11
1901,HO2,6
1901,HO3,1
1901,O,1
1901,H,247
1901,H2,41
1902,O2,69
1902,HO,9
1902,H2O,17
1902,H2O2,11
1902,HO2,5
1902,HO3,1
1902,O,1
1902,H2,43
1902,H,244
1903,O2,70
1903,HO,9
1903,H2O,17
1903,H2O2,11
1903,HO2,4
1903,HO3,1
1903,O,1
1903,H2,53
1903,H,225
1904,O2,70
1904,HO,10
1904,H2O,16
1904,H2O2,10
1904,HO2,5
1904,HO3,1
1904,O,1
1904,H2,60
1904,H,213
1905,O2,70
1905,HO,10
1905,H2O,16
1905,H2O2,10
1905,HO2,5
1905,HO3,1
1905,O,1
1905,H2,63
1905,H,207
1906,O2,70
1906,HO,11
1906,H2O,16
1906,H2O2,10
1906,HO2,5
1906,HO3,1
1906,H2,70
1906,H,192
1907,O2,70
1907,HO,9
1907,H2O,17
1907,H2O2,10
1907,HO2,5
1907,O,1
1907,HO3,1
1907,H,202
1907,H2,65
1908,O2,70
1908,HO,9
1908,H2O,17
1908,H2O2,10
1908,HO2,5
1908,O,1
1908,HO3,1
1908,H,202
1908,H2,65
1909,O2,69
1909,HO,8
1909,H2O,18
1909,H2O2,10
1909,HO2,6
1909,O,1
1909,HO3,1
1909,H,210
1909,H2,60
1910,O2,69
1910,HO,8
1910,H2O,18
1910,H2O2,11
1910,HO2,5
1910,O,1
1910,HO3,1
1910,H,225
1910,H2,52
1911,O2,70
1911,HO,8
1911,H2O,18
1911,H2O2,11
1911,HO2,4
1911,O,1
1911,HO3,1
1911,H,240
1911,H2,45
1912,O2,70
1912,HO,10
1912,H2O,18
1912,H2O2,10
1912,HO2,4
1912,O,1
1912,HO3,1
1912,H,252
1912,H2,39
1913,O2,69
1913,HO,9
1913,H2O,19
1913,H2O2,10
1913,HO2,5
1913,O,1
1913,HO3,1
1913,H,254
1913,H2,37
1914,O2,69
1914,HO,10
1914,H2O2,10
1914,HO2,5
1914,O,1
1914,H2O,18
1914,HO3,1
1914,H,271
1914,H2,29
1915,O2,69
1915,HO,11
1915,H2O2,10
1915,HO2,5
1915,H2O,18
1915,HO3,1
1915,H,276
1915,H2,26
1916,O2,69
1916,HO,10
1916,H2O,19
1916,H2O2,10
1916,HO2,5
1916,HO3,1
1916,H,265
1916,H2,31
1917,O2,69
1917,HO,10
1917,H2O,19
1917,H2O2,10
1917,HO2,5
1917,HO3,1
1917,H,265
1917,H2,31
1918,O2,66
1918,HO,11
1918,H2O,19
1918,H2O2,10
1918,HO2,7
1918,O4,1
1918,H,247
1918,H2,39
1919,O2,66
1919,HO,11
1919,H2O,19
1919,H2O2,10
1919,HO2,7
1919,O4,1
1919,H,233
1919,H2,46
1920,O2,66
1920,HO,11
1920,H2O,19
1920,H2O2,10
1920,HO2,7
1920,O4,1
1920,H2,53
1920,H,219
1921,O2,66
1921,HO,13
1921,H2O,19
1921,H2O2,9
1921,HO2,7
1921,O4,1
1921,H2,56
1921,H,213
1922,O2,66
1922,HO,13
1922,H2O,19
1922,H2O2,8
1922,HO2,8
1922,O4,1
1922,H2,63
1922,H,200
1923,O2,66
1923,HO,14
1923,H2O,18
1923,H2O2,8
1923,HO2,8
1923,O4,1
1923,H2,65
1923,H,197
1924,O2,66
1924,HO,15
1924,H2O,17
1924,H2O2,8
1924,HO2,8
1924,O4,1
1924,H2,64
1924,H,200
1925,O2,66
1925,HO,13
1925,H2O,17
1925,H2O2,9
1925,HO2,8
1925,O4,1
1925,H,206
1925,H2,61
1926,O2,66
1926,HO,12
1926,H2O,18
1926,H2O2,9
1926,HO2,8
1926,O4,1
1926,H,193
1926,H2,67
1927,O2,66
1927,HO,12
1927,H2O,18
1927,H2O2,9
1927,HO2,8
1927,O4,1
1927,H,207
1927,H2,60
1928,O2,67
1928,HO,15
1928,H2O,17
1928,H2O2,8
1928,HO2,7
1928,O4,1
1928,H,227
1928,H2,51
1929,O2,67
1929,HO,15
1929,H2O,17
1929,H2O2,7
1929,HO2,8
1929,O4,1
1929,H,234
1929,H2,48
1930,O2,66
1930,HO3,1
1930,H2O,17
1930,H2O2,7
1930,HO2,8
1930,HO,14
1930,O4,1
1930,H,262
1930,H2,34
1931,O2,66
1931,HO3,1
1931,H2O,18
1931,H2O2,7
1931,HO2,8
1931,O,1
1931,O4,1
1931,HO,12
1931,H,260
1931,H2,35
1932,O2,67
1932,HO3,1
1932,H2O,18
1932,H2O2,7
1932,HO2,7
1932,O,1
1932,O4,1
1932,HO,12
1932,H,279
1932,H2,26
1933,O2,67
1933,HO3,1
1933,HO,13
1933,H2O2,8
1933,HO2,6
1933,O,1
1933,H2O,17
1933,O4,1
1933,H,271
1933,H2,30
1934,O2,68
1934,HO3,1
1934,HO,13
1934,H2O2,7
1934,HO2,6
1934,O,1
1934,H2O,17
1934,O4,1
1934,H,261
1934,H2,36
1935,O2,68
1935,HO3,1
1935,HO,13
1935,H2O2,7
1935,HO2,6
1935,O,1
1935,H2O,17
1935,O4,1
1935,H,249
1935,H2,42
1936,O2,68
1936,HO3,1
1936,H2O,18
1936,H2O2,8
1936,HO2,5
1936,O,1
1936,O4,1
1936,HO,12
1936,H,241
1936,H2,45
1937,O2,68
1937,HO3,1
1937,H2O,19
1937,H2O2,9
1937,HO2,4
1937,O,1
1937,O4,1
1937,HO,11
1937,H2,42
1937,H,245
1938,O2,67
1938,HO3,2
1938,H2O,19
1938,H2O2,9
1938,HO2,4
1938,O4,1
1938,HO,11
1938,H2,52
1938,H,224
1939,O2,69
1939,HO3,2
1939,H2O,19
1939,H2O2,8
1939,HO2,5
1939,HO,11
1939,H2,60
1939,H,209
1940,O2,69
1940,HO3,2
1940,H2O,19
1940,H2O2,8
1940,HO2,5
1940,HO,11
1940,H2,58
1940,H,213
1941,O2,69
1941,HO3,2
1941,H2O,18
1941,H2O2,8
1941,HO2,5
1941,H3O,1
1941,HO,11
1941,H2,67
1941,H,194
1942,O2,68
1942,HO3,2
1942,H2O,17
1942,H2O2,8
1942,HO2,6
1942,H3O,1
1942,HO,12
1942,H2,71
1942,H,186
1943,O2,68
1943,HO3,2
1943,H2O,17
1943,H2O2,8
1943,HO2,6
1943,H3O,1
1943,HO,12
1943,H,188
1943,H2,70
1944,O2,68
1944,HO3,2
1944,H2O,17
1944,H2O2,8
1944,HO2,6
1944,H3O,1
1944,HO,12
1944,H,202
1944,H2,63
1945,O2,68
1945,HO3,2
1945,H2O,16
1945,H2O2,9
1945,HO2,5
1945,H3O,1
1945,HO,13
1945,H,212
1945,H2,58
1946,O2,69
1946,HO3,2
1946,H2O,16
1946,HO,15
1946,H2O2,8
1946,HO2,4
1946,H3O,1
1946,H,227
1946,H2,51
1947,O2,69
1947,HO3,2
1947,H2O,16
1947,HO,15
1947,H2O2,7
1947,HO2,5
1947,H3O,1
1947,H,260
1947,H2,35
1948,O2,68
1948,HO3,3
1948,H2O,15
1948,HO,14
1948,H2O2,7
1948,HO2,5
1948,H3O,2
1948,H,277
1948,H2,26
1949,O2,68
1949,HO3,3
1949,H2O,16
1949,HO,13
1949,H2O2,7
1949,HO2,5
1949,H3O,2
1949,H,266
1949,H2,31
1950,O2,68
1950,HO3,3
1950,H2O,17
1950,HO,12
1950,HO2,7
1950,H2O2,5
1950,H3O,2
1950,H,267
1950,H2,31
1951,O2,67
1951,HO3,3
1951,H2O,17
1951,HO,12
1951,HO2,8
1951,H2O2,5
1951,H3O,2
1951,H,264
1951,H2,32
1952,O2,67
1952,HO3,3
1952,H2O,17
1952,HO,12
1952,HO2,8
1952,H2O2,5
1952,H3O,2
1952,H,250
1952,H2,39
1953,O2,67
1953,HO3,3
1953,H2O,17
1953,HO,12
1953,HO2,9
1953,H2O2,4
1953,H3O,2
1953,H2,43
1953,H,243
1954,O2,67
1954,HO3,3
1954,H2O,17
1954,HO,12
1954,HO2,8
1954,H2O2,5
1954,H3O,2
1954,H2,46
1954,H,236
1955,O2,67
1955,HO3,3
1955,H2O,17
1955,HO,12
1955,HO2,8
1955,H2O2,5
1955,H3O,2
1955,H2,46
1955,H,236
1956,O2,67
1956,HO3,3
1956,H2O,17
1956,HO,12
1956,HO2,9
1956,H2O2,4
1956,H3O,2
1956,H2,51
1956,H,227
1957,O2,67
1957,HO3,2
1957,H2O,17
1957,HO,10
1957,HO2,9
1957,H2O2,5
1957,O3,1
1957,H3O,2
1957,H2,65
1957,H,200
1958,O2,68
1958,HO3,2
1958,H2O,18
1958,HO,10
1958,HO2,7
1958,H2O2,6
1958,O3,1
1958,H3O,1
1958,H2,72
1958,H,187
1959,O2,68
1959,HO3,2
1959,H2O,18
1959,HO,12
1959,H2O2,6
1959,HO2,6
1959,O3,1
1959,H3O,1
1959,H2,69
1959,H,192
1960,O2,68
1960,HO3,2
1960,H2O,18
1960,HO,12
1960,H2O2,6
1960,HO2,6
1960,O3,1
1960,H3O,1
1960,H,198
1960,H2,66
1961,O2,68
1961,HO3,2
1961,H2O,19
1961,HO,12
1961,H2O2,6
1961,HO2,6
1961,O3,1
1961,H,201
1961,H2,65
1962,O2,68
1962,HO3,2
1962,H2O,18
1962,HO,13
1962,H2O2,6
1962,HO2,6
1962,O3,1
1962,H,224
1962,H2,54
1963,O2,68
1963,HO3,2
1963,H2O,17
1963,HO,14
1963,H2O2,7
1963,HO2,5
1963,O3,1
1963,H,246
1963,H2,43
1964,O2,68
1964,HO3,3
1964,H2O,16
1964,HO,15
1964,H2O2,7
1964,HO2,5
1964,H,250
1964,H2,41
1965,O2,69
1965,HO,16
1965,H2O,16
1965,H2O2,7
1965,HO2,5
1965,HO3,2
1965,H,262
1965,H2,35
1966,O2,70
1966,HO,16
1966,H2O,16
1966,H2O2,7
1966,HO2,4
1966,HO3,2
1966,H,257
1966,H2,38
1967,O2,70
1967,HO,15
1967,H2O,17
1967,H2O2,8
1967,HO2,3
1967,HO3,2
1967,H,259
1967,H2,36
1968,O2,69
1968,HO,15
1968,H2O,17
1968,H2O2,8
1968,HO2,4
1968,HO3,2
1968,H,252
1968,H2,39
1969,O2,69
1969,HO,12
1969,H2O,18
1969,H2O2,8
1969,HO2,5
1969,HO3,2
1969,H,248
1969,H2,41
1970,O2,69
1970,HO,11
1970,H2O,18
1970,O,1
1970,H2O2,8
1970,HO2,5
1970,HO3,2
1970,H2,47
1970,H,237
1971,O2,69
1971,HO,10
1971,H2O2,9
1971,HO2,5
1971,HO3,2
1971,H2O,18
1971,H2,50
1971,H,230
1972,O2,69
1972,HO,9
1972,H2O,19
1972,H2O2,9
1972,HO2,5
1972,HO3,2
1972,H2,45
1972,H,239
1973,O2,69
1973,HO,11
1973,H2O,19
1973,H2O2,8
1973,HO2,5
1973,HO3,2
1973,H2,49
1973,H,231
1974,O2,68
1974,HO,11
1974,H2O,19
1974,H2O2,8
1974,HO2,6
1974,HO3,2
1974,H2,50
1974,H,228
1975,O2,67
1975,HO,12
1975,H2O,18
1975,H2O2,9
1975,HO2,6
1975,HO3,2
1975,H2,55
1975,H,217
1976,O2,67
1976,HO,11
1976,H2O,19
1976,HO2,8
1976,H2O2,7
1976,HO3,2
1976,H2,64
1976,H,200
1977,O2,67
1977,HO,11
1977,H2O,19
1977,HO2,8
1977,H2O2,7
1977,HO3,2
1977,H,200
1977,H2,64
1978,O2,67
1978,HO,9
1978,H2O,19
1978,HO2,8
1978,H2O2,8
1978,HO3,2
1978,H,208
1978,H2,60
1979,O2,67
1979,HO,9
1979,H2O,19
1979,HO2,8
1979,H2O2,8
1979,HO3,2
1979,H,230
1979,H2,49
1980,O2,68
1980,HO,9
1980,H2O,19
1980,HO2,7
1980,H2O2,8
1980,HO3,2
1980,H,233
1980,H2,48
1981,O2,69
1981,HO,9
1981,H2O,19
1981,HO2,6
1981,H2O2,8
1981,HO3,2
1981,H,228
1981,H2,51
1982,O2,69
1982,HO,9
1982,H2O,18
1982,HO2,6
1982,H2O2,8
1982,HO3,2
1982,H3O,1
1982,H,233
1982,H2,48
1983,O2,69
1983,HO,7
1983,H2O,18
1983,H2O2,10
1983,HO3,2
1983,HO2,5
1983,H3O,1
1983,H,240
1983,H2,44
1984,O2,69
1984,HO,9
1984,H2O,15
1984,H2O2,10
1984,HO3,2
1984,HO2,5
1984,H3O,2
1984,H,237
1984,H2,46
1985,O2,69
1985,HO,9
1985,H2O,15
1985,H2O2,10
1985,HO3,2
1985,HO2,5
1985,H3O,2
1985,H,239
1985,H2,45
1986,O2,69
1986,HO,9
1986,H2O,15
1986,H2O2,10
1986,HO3,2
1986,HO2,5
1986,H3O,2
1986,H,239
1986,H2,45
1987,O2,69
1987,HO,9
1987,H2O,15
1987,H2O2,10
1987,HO3,2
1987,HO2,5
1987,H3O,2
1987,H2,47
1987,H,235
1988,O2,70
1988,HO,7
1988,H2O,15
1988,H2O2,10
1988,HO3,2
1988,H3O,2
1988,HO2,5
1988,H2,47
1988,H,237
1989,O2,70
1989,HO,7
1989,H2O,15
1989,H2O2,10
1989,HO3,2
1989,H3O,2
1989,HO2,5
1989,H2,46
1989,H,239
1990,O2,69
1990,HO,6
1990,H2O,16
1990,H2O2,10
1990,HO2,6
1990,HO3,2
1990,H3O,2
1990,H2,45
1990,H,239
1991,O2,69
1991,HO,3
1991,H2O,17
1991,H2O2,11
1991,HO2,6
1991,HO3,2
1991,H3O,2
1991,H2,44
1991,H,240
1992,O2,71
1992,HO,4
1992,H2O,17
1992,H2O2,11
1992,HO2,5
1992,H3O,2
1992,HO3,1
1992,H2,49
1992,H,231
1993,O2,72
1993,HO,5
1993,H2O,17
1993,H2O2,12
1993,HO2,4
1993,H3O,2
1993,H2,58
1993,H,212
1994,O2,72
1994,HO,6
1994,H2O,16
1994,H2O2,12
1994,HO2,4
1994,H3O,2
1994,H,215
1994,H2,57
1995,O2,72
1995,HO,6
1995,H2O,16
1995,H2O2,11
1995,HO2,5
1995,H3O,2
1995,H,214
1995,H2,58
1996,O2,71
1996,HO,6
1996,H2O,17
1996,H2O2,10
1996,HO2,7
1996,H3O,1
1996,H,217
1996,H2,57
1997,O2,71
1997,HO,6
1997,H2O,17
1997,H2O2,10
1997,HO2,7
1997,H3O,1
1997,H,217
1997,H2,57
1998,O2,71
1998,HO,6
1998,H2O,17
1998,H2O2,10
1998,HO2,7
1998,H3O,1
1998,H,233
1998,H2,49
1999,O2,71
1999,HO,5
1999,H2O,19
1999,H2O2,11
1999,HO2,6
1999,H,236
1999,H2,47
2000,O2,70
2000,HO,5
2000,H2O,19
2000,H2O2,11
2000,HO2,7
2000,H,225
2000,H2,52
2001,O2,70
2001,HO,5
2001,H2O,19
2001,H2O2,11
2001,HO2,7
2001,H,229
2001,H2,50
2002,O2,70
2002,HO,5
2002,H2O,19
2002,H2O2,12
2002,HO2,6
2002,H,232
2002,H2,48
2003,O2,69
2003,HO,6
2003,H2O,19
2003,H2O2,11
2003,HO2,6
2003,HO3,1
2003,H,240
2003,H2,44
2004,O2,69
2004,HO,6
2004,H2O,19
2004,H2O2,11
2004,HO2,6
2004,HO3,1
2004,H,240
2004,H2,44
2005,O2,69
2005,HO,8
2005,H2O,17
2005,H2O2,11
2005,HO2,6
2005,HO3,1
2005,H2,41
2005,H,248
2006,O2,69
2006,HO,8
2006,H2O,17
2006,H2O2,11
2006,HO2,6
2006,HO3,1
2006,H2,37
2006,H,256
2007,O2,69
2007,HO,8
2007,H2O,17
2007,H2O2,11
2007,HO2,6
2007,HO3,1
2007,H2,42
2007,H,246
2008,O2,68
2008,HO,8
2008,H2O,17
2008,H2O2,12
2008,HO2,6
2008,HO3,1
2008,H2,51
2008,H,226
2009,O2,68
2009,HO,8
2009,H2O,17
2009,H2O2,11
2009,HO2,7
2009,HO3,1
2009,H2,52
2009,H,225
2010,O2,68
2010,HO,7
2010,H2O,18
2010,H2O2,10
2010,HO2,8
2010,HO3,1
2010,H2,52
2010,H,225
2011,O2,70
2011,HO,7
2011,H2O,18
2011,H2O2,9
2011,HO2,7
2011,HO3,1
2011,H2,56
2011,H,220
2012,O2,70
2012,HO,6
2012,H2O,19
2012,H2O2,8
2012,HO2,8
2012,HO3,1
2012,H,220
2012,H2,56
2013,O2,70
2013,HO,6
2013,H2O,19
2013,H2O2,8
2013,HO2,8
2013,HO3,1
2013,H,212
2013,H2,60
2014,O2,70
2014,HO,8
2014,H2O,19
2014,H2O2,7
2014,HO2,8
2014,HO3,1
2014,H,224
2014,H2,54
2015,O2,69
2015,HO,8
2015,H2O,19
2015,H2O2,7
2015,HO2,9
2015,HO3,1
2015,H,235
2015,H2,48
2016,O2,69
2016,HO,8
2016,H2O,19
2016,H2O2,9
2016,HO2,7
2016,HO3,1
2016,H,225
2016,H2,52
2017,O2,69
2017,HO,8
2017,H2O,19
2017,H2O2,8
2017,HO2,8
2017,HO3,1
2017,H,226
2017,H2,52
2018,O2,69
2018,HO,8
2018,H2O,19
2018,H2O2,8
2018,HO2,8
2018,HO3,1
2018,H,230
2018,H2,50
2019,O2,69
2019,HO,10
2019,H2O,16
2019,H2O2,8
2019,HO2,8
2019,HO3,1
2019,H3O,1
2019,H,225
2019,H2,53
2020,O2,69
2020,HO,10
2020,H2O,16
2020,H2O2,7
2020,HO2,9
2020,HO3,1
2020,H3O,1
2020,H,234
2020,H2,49
2021,O2,68
2021,HO,10
2021,H2O,16
2021,H2O2,7
2021,HO2,10
2021,HO3,1
2021,H3O,1
2021,H,243
2021,H2,44
2022,O2,68
2022,HO,9
2022,H2O,17
2022,H2O2,8
2022,HO2,9
2022,HO3,1
2022,H3O,1
2022,H2,43
2022,H,243
2023,O2,68
2023,HO,11
2023,H2O,17
2023,H2O2,9
2023,HO2,7
2023,HO3,1
2023,H3O,1
2023,H2,43
2023,H,241
2024,O2,68
2024,HO,11
2024,H2O,17
2024,H2O2,8
2024,HO2,8
2024,HO3,1
2024,H3O,1
2024,H2,46
2024,H,236
2025,O2,68
2025,HO,11
2025,H2O,17
2025,H2O2,9
2025,O,1
2025,HO2,7
2025,HO3,1
2025,H2,47
2025,H,236
2026,O2,68
2026,HO,11
2026,H2O,17
2026,H2O2,9
2026,O,1
2026,HO2,7
2026,HO3,1
2026,H2,50
2026,H,230
2027,O2,68
2027,HO,12
2027,H2O,16
2027,H2O2,9
2027,O,1
2027,HO2,7
2027,HO3,1
2027,H2,52
2027,H,227
2028,O2,68
2028,HO,12
2028,H2O,16
2028,H2O2,9
2028,O,1
2028,HO2,7
2028,HO3,1
2028,H,231
2028,H2,50
2029,O2,68
2029,HO,12
2029,H2O,16
2029,H2O2,9
2029,O,1
2029,HO2,7
2029,HO3,1
2029,H,215
2029,H2,58
2030,O2,68
2030,HO,12
2030,H2O,16
2030,H2O2,9
2030,O,1
2030,HO2,7
2030,HO3,1
2030,H,201
2030,H2,65
2031,O2,68
2031,HO,10
2031,H2O,18
2031,H2O2,9
2031,O,1
2031,HO2,7
2031,HO3,1
2031,H,221
2031,H2,54
2032,O2,68
2032,HO,10
2032,H2O,18
2032,H2O2,10
2032,O,1
2032,HO2,6
2032,HO3,1
2032,H,230
2032,H2,49
2033,O2,68
2033,HO,11
2033,H2O,18
2033,H2O2,10
2033,HO2,6
2033,HO3,1
2033,H,235
2033,H2,46
2034,O2,69
2034,HO,10
2034,H2O,17
2034,H2O2,9
2034,HO2,4
2034,HO3,1
2034,H3O4,1
2034,H3O,1
2034,O,1
2034,H,234
2034,H2,47
2035,O2,69
2035,HO,9
2035,H2O,18
2035,H2O2,9
2035,HO2,4
2035,HO3,1
2035,H2O4,1
2035,H3O,1
2035,O,1
2035,H,230
2035,H2,49
2036,O2,68
2036,HO,9
2036,H2O,19
2036,H2O2,9
2036,HO2,4
2036,HO3,1
2036,H2O4,1
2036,O3,1
2036,H,231
2036,H2,49
2037,O2,68
2037,H2O,20
2037,H2O2,8
2037,HO,8
2037,HO2,5
2037,HO3,1
2037,H2O4,1
2037,O3,1
2037,H,227
2037,H2,51
2038,O2,70
2038,H2O,20
2038,H2O2,9
2038,O,1
2038,HO,7
2038,HO2,4
2038,HO3,1
2038,O3,1
2038,H2,53
2038,H,225
2039,O2,70
2039,H2O,20
2039,H2O2,10
2039,O,1
2039,HO,5
2039,HO2,4
2039,HO3,1
2039,O3,1
2039,H2,55
2039,H,221
2040,O2,69
2040,H2O,19
2040,H2O2,9
2040,O,1
2040,HO,6
2040,HO2,6
2040,HO3,1
2040,O3,1
2040,H2,51
2040,H,230
2041,O2,69
2041,H2O,20
2041,H2O2,7
2041,O,1
2041,HO,5
2041,HO2,7
2041,HO3,1
2041,H3O2,1
2041,O3,1
2041,H2,48
2041,H,235
2042,O2,70
2042,H2O,20
2042,H2O2,7
2042,O,1
2042,HO,5
2042,HO2,6
2042,HO3,1
2042,H3O2,1
2042,O3,1
2042,H2,46
2042,H,240
2043,O2,70
2043,H2O,20
2043,H2O2,7
2043,O,1
2043,HO,5
2043,HO2,6
2043,HO3,1
2043,H3O2,1
2043,O3,1
2043,H2,50
2043,H,232
2044,O2,69
2044,H2O,20
2044,H2O2,8
2044,O,1
2044,HO,5
2044,HO2,6
2044,HO3,1
2044,H3O2,1
2044,O3,1
2044,H2,54
2044,H,222
2045,O2,69
2045,H2O,19
2045,H2O2,9
2045,O,1
2045,HO,6
2045,HO2,5
2045,HO3,1
2045,H3O2,1
2045,O3,1
2045,H,232
2045,H2,49
2046,O2,69
2046,H2O,18
2046,H2O2,8
2046,HO,8
2046,O,1
2046,HO2,5
2046,HO3,1
2046,H3O,1
2046,H3O2,1
2046,O3,1
2046,H,229
2046,H2,50
2047,O2,69
2047,H2O,17
2047,H2O2,8
2047,HO,9
2047,O,1
2047,HO2,5
2047,HO3,1
2047,H3O,1
2047,H3O2,1
2047,O3,1
2047,H,220
2047,H2,55
2048,O2,69
2048,H2O,17
2048,H2O2,9
2048,HO,9
2048,O,1
2048,HO2,4
2048,HO3,2
2048,H3O,1
2048,H3O2,1
2048,H,220
2048,H2,54
2049,O2,69
2049,H2O,16
2049,H2O2,10
2049,HO,10
2049,O,1
2049,HO2,4
2049,HO3,2
2049,H3O,1
2049,H,228
2049,H2,51
2050,O2,68
2050,HO,11
2050,H2O,15
2050,H2O2,10
2050,O,1
2050,HO2,5
2050,HO3,2
2050,H3O,1
2050,H,228
2050,H2,51
2051,O2,68
2051,HO,10
2051,H2O,14
2051,H2O2,11
2051,O,1
2051,HO2,5
2051,HO3,2
2051,H3O,1
2051,H,237
2051,H2,47
2052,O2,69
2052,HO,10
2052,H2O,15
2052,H2O2,11
2052,O,1
2052,HO2,5
2052,HO3,1
2052,H3O,1
2052,H,244
2052,H2,43
2053,O2,69
2053,HO,10
2053,H2O,15
2053,H2O2,11
2053,O,1
2053,HO2,5
2053,HO3,1
2053,H3O,1
2053,H,236
2053,H2,47
2054,O2,69
2054,HO,9
2054,H2O,16
2054,H2O2,11
2054,O,1
2054,HO2,5
2054,HO3,1
2054,H3O,1
2054,H,225
2054,H2,52
2055,O2,69
2055,HO,11
2055,H2O,16
2055,O,1
2055,HO2,6
2055,H2O2,9
2055,HO3,1
2055,H3O,1
2055,H,224
2055,H2,53
2056,O2,70
2056,HO,10
2056,H2O,18
2056,O,1
2056,HO2,5
2056,H2O2,9
2056,HO3,1
2056,H2,57
2056,H,217
2057,O2,70
2057,HO,8
2057,H2O,18
2057,HO2,7
2057,H2O2,8
2057,HO3,1
2057,O,1
2057,H2,57
2057,H,219
2058,O2,70
2058,HO,9
2058,H2O,17
2058,HO2,7
2058,H2O2,8
2058,HO3,1
2058,O,1
2058,H2,53
2058,H,228
2059,O2,70
2059,HO,9
2059,H2O,18
2059,HO2,7
2059,H2O2,8
2059,HO3,1
2059,H2,49
2059,H,234
2060,O2,71
2060,HO,9
2060,H2O,18
2060,HO2,6
2060,H2O2,8
2060,HO3,1
2060,H2,50
2060,H,233
2061,O2,71
2061,HO,9
2061,H2O,18
2061,HO2,6
2061,H2O2,8
2061,HO3,1
2061,H2,49
2061,H,235
2062,O2,70
2062,HO,7
2062,H2O,19
2062,HO2,7
2062,H2O2,8
2062,HO3,1
2062,O,1
2062,H,252
2062,H2,40
2063,O2,70
2063,HO,7
2063,H2O,19
2063,HO2,7
2063,H2O2,8
2063,HO3,1
2063,O,1
2063,H,244
2063,H2,44
2064,O2,70
2064,HO,7
2064,H2O,19
2064,HO2,7
2064,H2O2,8
2064,HO3,1
2064,O,1
2064,H,238
2064,H2,47
2065,O2,70
2065,H2O,19
2065,HO,7
2065,HO2,6
2065,H2O2,8
2065,HO3,1
2065,O,2
2065,H3O,1
2065,H,234
2065,H2,48
2066,O2,70
2066,H2O,19
2066,HO,8
2066,HO2,5
2066,H2O2,9
2066,HO3,1
2066,H3O,1
2066,O,1
2066,H,238
2066,H2,45
2067,O2,70
2067,H2O,18
2067,HO,9
2067,HO2,5
2067,H2O2,9
2067,HO3,1
2067,H3O,1
2067,O,1
2067,H,233
2067,H2,48
2068,O2,70
2068,H2O,17
2068,HO,10
2068,HO2,5
2068,H2O2,9
2068,HO3,1
2068,H3O,1
2068,O,1
2068,H,230
2068,H2,50
2069,O2,71
2069,H2O,17
2069,HO,10
2069,HO2,4
2069,H2O2,9
2069,HO3,1
2069,H3O,1
2069,O,1
2069,H,247
2069,H2,42
2070,O2,71
2070,H2O,19
2070,HO,8
2070,HO2,4
2070,H2O2,9
2070,HO3,1
2070,H3O,1
2070,O,1
2070,H,237
2070,H2,46
2071,O2,71
2071,H2O,19
2071,HO,8
2071,HO2,4
2071,H2O2,9
2071,HO3,1
2071,H3O,1
2071,O,1
2071,H,231
2071,H2,49
2072,O2,70
2072,H2O,17
2072,HO,9
2072,H2O2,10
2072,HO2,3
2072,HO3,2
2072,H3O,1
2072,O,1
2072,H,218
2072,H2,56
2073,O2,70
2073,H2O,18
2073,HO,8
2073,H2O2,10
2073,HO2,3
2073,HO3,2
2073,H3O,1
2073,O,1
2073,H,215
2073,H2,57
2074,O2,69
2074,H2O,19
2074,HO,9
2074,HO2,5
2074,HO3,2
2074,H2O2,8
2074,H3O,1
2074,O,1
2074,H2,56
2074,H,216
2075,O2,69
2075,H2O,19
2075,H2O2,9
2075,HO2,5
2075,HO,7
2075,HO3,2
2075,H3O,1
2075,O,1
2075,H2,59
2075,H,210
2076,O2,68
2076,H2O,19
2076,H2O2,9
2076,HO2,6
2076,HO,7
2076,HO3,2
2076,H3O,1
2076,O,1
2076,H2,56
2076,H,215
2077,O2,68
2077,HO,8
2077,H2O,18
2077,H2O2,7
2077,HO2,8
2077,HO3,2
2077,H3O,1
2077,O,1
2077,H2,51
2077,H,228
2078,O2,68
2078,HO,8
2078,H2O,18
2078,H2O2,6
2078,HO2,9
2078,HO3,2
2078,H3O,1
2078,O,1
2078,H2,47
2078,H,237
2079,O2,68
2079,HO,7
2079,H2O,19
2079,H2O2,6
2079,HO2,9
2079,HO3,2
2079,H3O,1
2079,O,1
2079,H,240
2079,H2,45
2080,O2,69
2080,HO,5
2080,H2O,19
2080,H2O2,7
2080,HO2,8
2080,HO3,2
2080,H3O,1
2080,O,1
2080,H,251
2080,H2,40
2081,O2,69
2081,HO,5
2081,H2O,19
2081,H2O2,8
2081,HO2,7
2081,HO3,2
2081,H3O,1
2081,O,1
2081,H,230
2081,H2,50
2082,O2,69
2082,HO,5
2082,H2O,19
2082,H2O2,8
2082,HO2,7
2082,HO3,2
2082,H3O,1
2082,O,1
2082,H,226
2082,H2,52
2083,O2,69
2083,HO,6
2083,H2O,18
2083,H2O2,8
2083,HO2,7
2083,HO3,2
2083,H3O,1
2083,O,1
2083,H,233
2083,H2,49
2084,O2,68
2084,HO,6
2084,H2O,18
