Frame,Fragment_Type,Count
4133,O2,58
4133,H2O2,14
4133,H2O,29
4133,HO,8
4133,O,1
4133,HO2,9
4133,H,198
4133,H2,50
4134,O2,58
4134,H2O2,14
4134,H2O,30
4134,HO,7
4134,O,1
4134,HO2,9
4134,H,185
4134,H2,56
4135,O2,58
4135,H2O2,14
4135,H2O,30
4135,HO,6
4135,HO2,10
4135,H,187
4135,H2,55
4136,O2,58
4136,H2O2,14
4136,H2O,31
4136,HO,5
4136,HO2,10
4136,H,206
4136,H2,45
4137,O2,57
4137,H2O2,14
4137,H2O,30
4137,HO,6
4137,HO2,11
4137,H,200
4137,H2,48
4138,O2,58
4138,H2O2,14
4138,H2O,30
4138,HO,6
4138,HO2,10
4138,H,201
4138,H2,48
4139,O2,58
4139,H2O2,13
4139,H2O,30
4139,HO,6
4139,HO2,11
4139,H,204
4139,H2,47
4140,O2,58
4140,H2O2,13
4140,H2O,31
4140,HO,5
4140,HO2,11
4140,H,205
4140,H2,46
4141,O2,58
4141,H2O2,13
4141,H2O,30
4141,HO,6
4141,HO2,11
4141,H,226
4141,H2,36
4142,O2,58
4142,H2O2,13
4142,H2O,29
4142,HO,7
4142,HO2,11
4142,H,229
4142,H2,35
4143,O2,57
4143,H2O2,14
4143,H2O,29
4143,HO,5
4143,HO2,11
4143,O,2
4143,H,227
4143,H2,36
4144,O2,58
4144,H2O2,12
4144,H2O,30
4144,HO,6
4144,HO2,11
4144,O,2
4144,H,220
4144,H2,40
4145,O2,59
4145,H2O2,12
4145,H2O,29
4145,HO,8
4145,HO2,10
4145,O,1
4145,H2,44
4145,H,213
4146,O2,59
4146,H2O2,11
4146,H2O,27
4146,HO,12
4146,HO2,10
4146,O,1
4146,H2,47
4146,H,209
4147,O2,59
4147,H2O2,10
4147,H2O,27
4147,HO,12
4147,HO2,11
4147,O,1
4147,H2,49
4147,H,206
4148,O2,59
4148,H2O2,9
4148,H2O,28
4148,HO2,12
4148,HO,11
4148,O,1
4148,H2,45
4148,H,214
4149,O2,59
4149,H2O2,11
4149,H2O,27
4149,HO2,10
4149,HO,12
4149,O,1
4149,H,213
4149,H2,45
4150,O2,60
4150,H2O2,10
4150,H2O,29
4150,HO2,10
4150,HO,10
4150,O,1
4150,H,211
4150,H2,46
4151,O2,60
4151,H2O2,10
4151,H2O,30
4151,HO2,10
4151,HO,10
4151,H,203
4151,H2,49
4152,O2,61
4152,H2O2,10
4152,H2O,30
4152,HO2,9
4152,HO,10
4152,H,202
4152,H2,50
4153,O2,61
4153,H2O2,11
4153,H2O,30
4153,HO2,8
4153,HO,10
4153,H,199
4153,H2,51
4154,O2,62
4154,H2O2,12
4154,H2O,30
4154,HO,10
4154,HO2,6
4154,H,203
4154,H2,49
4155,O2,62
4155,H2O2,12
4155,H2O,30
4155,HO,10
4155,HO2,6
4155,H,201
4155,H2,50
4156,O2,60
4156,H2O2,12
4156,H2O,31
4156,HO,7
4156,HO2,8
4156,H3O2,1
4156,H,199
4156,H2,49
4157,O2,60
4157,H2O2,12
4157,H2O,31
4157,HO,7
4157,HO2,8
4157,H3O2,1
4157,H,211
4157,H2,43
4158,O2,60
4158,H2O2,11
4158,H2O,31
4158,HO,9
4158,HO2,8
4158,H3O2,1
4158,H,225
4158,H2,36
4159,O2,59
4159,H2O2,10
4159,H2O,31
4159,HO,11
4159,HO2,9
4159,H3O2,1
4159,H,226
4159,H2,35
4160,O2,58
4160,H2O2,10
4160,H2O,31
4160,HO,10
4160,HO2,10
4160,H3O2,1
4160,O,1
4160,H,226
4160,H2,35
4161,O2,58
4161,H2O2,10
4161,H2O,31
4161,HO,10
4161,HO2,10
4161,H3O2,1
4161,O,1
4161,H,208
4161,H2,44
4162,O2,58
4162,H2O2,10
4162,H2O,31
4162,HO,10
4162,HO2,10
4162,H3O2,1
4162,O,1
4162,H2,47
4162,H,202
4163,O2,58
4163,H2O2,11
4163,H2O,31
4163,HO,10
4163,HO2,9
4163,H3O2,1
4163,O,1
4163,H2,51
4163,H,193
4164,O2,58
4164,H2O2,12
4164,H2O,29
4164,HO,13
4164,HO2,9
4164,H2,55
4164,H,187
4165,O2,57
4165,H2O2,12
4165,H2O,29
4165,HO,13
4165,HO2,10
4165,H2,53
4165,H,190
4166,O2,56
4166,H2O2,10
4166,H2O,29
4166,HO,13
4166,HO2,13
4166,H,193
4166,H2,52
4167,O2,56
4167,H2O2,9
4167,H2O,29
4167,HO,13
4167,HO2,14
4167,H,206
4167,H2,46
4168,O2,56
4168,H2O2,9
4168,H2O,30
4168,HO,12
4168,HO2,14
4168,H,207
4168,H2,45
4169,O2,57
4169,H2O2,9
4169,H2O,30
4169,HO,12
4169,HO2,13
4169,H,212
4169,H2,43
4170,O2,57
4170,H2O2,10
4170,H2O,29
4170,HO,15
4170,HO2,11
4170,H,217
4170,H2,40
4171,O2,57
4171,H2O2,10
4171,H2O,28
4171,HO,15
4171,O,1
4171,HO2,11
4171,H,209
4171,H2,45
4172,O2,57
4172,H2O2,11
4172,H2O,28
4172,HO,13
4172,O,1
4172,HO2,11
4172,H,209
4172,H2,45
4173,O2,57
4173,H2O2,11
4173,H2O,28
4173,HO,13
4173,O,1
4173,HO2,11
4173,H,207
4173,H2,46
4174,O2,58
4174,H2O2,12
4174,H2O,28
4174,HO,12
4174,HO2,10
4174,H,215
4174,H2,42
4175,O2,58
4175,H2O2,14
4175,H2O,29
4175,HO,9
4175,HO2,9
4175,H,207
4175,H2,45
4176,O2,58
4176,H2O2,14
4176,H2O,29
4176,HO,9
4176,HO2,9
4176,H,207
4176,H2,45
4177,O2,58
4177,H2O2,14
4177,H2O,29
4177,HO,9
4177,HO2,9
4177,H,205
4177,H2,46
4178,O2,58
4178,H2O2,13
4178,H2O,32
4178,HO,6
4178,HO2,10
4178,H,205
4178,H2,45
4179,O2,59
4179,H2O2,13
4179,H2O,31
4179,HO,6
4179,HO2,9
4179,H3O,1
4179,H2,49
4179,H,197
4180,O2,59
4180,H2O2,13
4180,H2O,31
4180,HO,7
4180,HO2,8
4180,H3O,1
4180,O,1
4180,H2,56
4180,H,183
4181,O2,59
4181,H2O2,13
4181,H2O,31
4181,HO,7
4181,HO2,8
4181,H3O,1
4181,O,1
4181,H2,52
4181,H,191
4182,O2,59
4182,H2O2,13
4182,H2O,31
4182,HO,8
4182,HO2,8
4182,H3O,1
4182,H2,49
4182,H,196
4183,O2,59
4183,H2O2,13
4183,H2O,31
4183,HO,8
4183,HO2,8
4183,H3O,1
4183,H2,48
4183,H,198
4184,O2,59
4184,H2O2,13
4184,H2O,31
4184,HO,8
4184,HO2,8
4184,H3O,1
4184,H,214
4184,H2,40
4185,O2,59
4185,H2O2,14
4185,H2O,30
4185,HO,6
4185,HO2,8
4185,O,1
4185,H3O,1
4185,H,210
4185,H2,43
4186,O2,60
4186,H2O2,15
4186,H2O,29
4186,HO2,7
4186,O,1
4186,H3O,1
4186,HO,5
4186,H,212
4186,H2,43
4187,O2,59
4187,H2O2,15
4187,H2O,29
4187,HO2,8
4187,O,1
4187,H3O,1
4187,HO,5
4187,H,209
4187,H2,44
4188,O2,59
4188,H2O2,15
4188,H2O,30
4188,HO2,8
4188,O,1
4188,HO,5
4188,H,204
4188,H2,47
4189,O2,59
4189,H2O2,14
4189,H2O,31
4189,HO2,8
4189,O,2
4189,HO,5
4189,H,198
4189,H2,50
4190,O2,59
4190,H2O2,13
4190,H2O,32
4190,HO2,8
4190,O,2
4190,HO,6
4190,H,217
4190,H2,40
4191,O2,58
4191,H2O2,13
4191,H2O,31
4191,HO2,10
4191,O,2
4191,HO,5
4191,H,210
4191,H2,44
4192,O2,58
4192,H2O2,13
4192,H3O,1
4192,H2O,30
4192,HO2,10
4192,O,2
4192,HO,5
4192,H,207
4192,H2,45
4193,O2,58
4193,H2O2,13
4193,H3O,1
4193,H2O,29
4193,HO2,10
4193,HO,7
4193,O,1
4193,H,209
4193,H2,44
4194,O2,59
4194,H2O2,13
4194,H3O,1
4194,HO,8
4194,HO2,9
4194,H2O,28
4194,O,1
4194,H,209
4194,H2,45
4195,O2,59
4195,H2O2,14
4195,H3O,1
4195,HO,7
4195,HO2,8
4195,H2O,29
4195,O,1
4195,H2,49
4195,H,199
4196,O2,59
4196,H2O2,14
4196,H3O,1
4196,HO,7
4196,HO2,8
4196,H2O,29
4196,O,1
4196,H2,47
4196,H,203
4197,O2,58
4197,H2O2,14
4197,H3O,1
4197,H2O,30
4197,HO2,9
4197,HO,6
4197,O,1
4197,H2,52
4197,H,191
4198,O2,58
4198,H2O2,14
4198,H3O,1
4198,H2O,31
4198,HO2,9
4198,HO,5
4198,O,1
4198,H2,49
4198,H,196
4199,O2,59
4199,H2O2,14
4199,H3O,1
4199,H2O,31
4199,HO2,8
4199,HO,5
4199,O,1
4199,H,209
4199,H2,43
4200,O2,59
4200,H2O2,14
4200,H3O,1
4200,H2O,31
4200,HO2,8
4200,HO,5
4200,O,1
4200,H,213
4200,H2,41
4201,O2,58
4201,H2O2,15
4201,H3O,1
4201,H2O,31
4201,HO2,9
4201,HO,3
4201,O,1
4201,H,204
4201,H2,45
4202,O2,58
4202,H2O2,16
4202,H3O,1
4202,H2O,31
4202,HO2,8
4202,HO,3
4202,O,1
4202,H,203
4202,H2,45
4203,O2,58
4203,H2O2,16
4203,H3O,1
4203,H2O,31
4203,HO2,8
4203,HO,3
4203,O,1
4203,H,211
4203,H2,41
4204,O2,58
4204,H2O2,16
4204,H3O,1
4204,H2O,30
4204,HO2,8
4204,HO,4
4204,O,1
4204,H,214
4204,H2,40
4205,O2,59
4205,H2O2,16
4205,H3O,1
4205,H2O,30
4205,HO2,7
4205,HO,4
4205,O,1
4205,H,211
4205,H2,42
4206,O2,59
4206,H2O2,16
4206,H3O,1
4206,H2O,30
4206,HO2,7
4206,HO,4
4206,O,1
4206,H,215
4206,H2,40
4207,O2,59
4207,H2O2,16
4207,H3O,1
4207,H2O,29
4207,HO2,7
4207,HO,5
4207,O,1
4207,H,218
4207,H2,39
4208,O2,59
4208,H2O2,16
4208,H3O,1
4208,H2O,29
4208,HO2,7
4208,HO,5
4208,O,1
4208,H,210
4208,H2,43
4209,O2,59
4209,H2O2,14
4209,H3O,1
4209,H2O,29
4209,HO2,7
4209,HO,9
4209,O,1
4209,H,200
4209,H2,48
4210,O2,58
4210,H2O2,14
4210,H3O,1
4210,H2O,29
4210,HO2,6
4210,HO,8
4210,HO4,1
4210,O,2
4210,H,199
4210,H2,49
4211,O2,58
4211,H2O2,14
4211,H3O,1
4211,H2O,29
4211,HO2,9
4211,HO,8
4211,H,199
4211,H2,48
4212,O2,57
4212,H2O2,14
4212,H2O,28
4212,HO,10
4212,HO2,10
4212,H,199
4212,H2,49
4213,O2,57
4213,H2O2,14
4213,H2O,27
4213,HO,11
4213,HO2,10
4213,H,204
4213,H2,47
4214,O2,57
4214,H2O2,14
4214,H2O,27
4214,HO,11
4214,HO2,10
4214,H2,42
4214,H,214
4215,O2,57
4215,H2O2,13
4215,H2O,28
4215,HO,12
4215,HO2,10
4215,H2,47
4215,H,203
4216,O2,57
4216,H2O2,13
4216,H2O,29
4216,HO,11
4216,HO2,10
4216,H2,44
4216,H,208
4217,O2,57
4217,H2O2,13
4217,H2O,29
4217,HO,11
4217,HO2,10
4217,H,208
4217,H2,44
4218,O2,57
4218,H2O2,13
4218,H2O,30
4218,HO,10
4218,HO2,10
4218,H,209
4218,H2,43
4219,O2,57
4219,H2O2,13
4219,H2O,32
4219,HO,8
4219,HO2,10
4219,H,209
4219,H2,42
4220,O2,57
4220,H2O2,11
4220,H2O,32
4220,HO,10
4220,HO2,11
4220,H,212
4220,H2,41
4221,O2,57
4221,H2O2,11
4221,H2O,32
4221,HO,10
4221,HO2,11
4221,H,228
4221,H2,33
4222,O2,57
4222,H2O2,12
4222,H2O,32
4222,HO,10
4222,HO2,10
4222,H,211
4222,H2,41
4223,O2,56
4223,H2O2,11
4223,H2O,32
4223,HO,12
4223,HO2,11
4223,H,208
4223,H2,42
4224,O2,57
4224,H2O2,11
4224,H2O,31
4224,HO,13
4224,HO2,10
4224,H,208
4224,H2,43
4225,O2,57
4225,H2O2,11
4225,H2O,31
4225,HO,13
4225,HO2,10
4225,H,214
4225,H2,40
4226,O2,58
4226,H2O2,11
4226,H2O,31
4226,HO,13
4226,HO2,9
4226,H,209
4226,H2,43
4227,O2,58
4227,H2O2,11
4227,H2O,31
4227,HO,13
4227,HO2,9
4227,H,199
4227,H2,48
4228,O2,59
4228,H2O2,12
4228,H2O,31
4228,HO,11
4228,HO2,8
4228,H2,46
4228,H,204
4229,O2,59
4229,H2O2,12
4229,H2O,31
4229,HO,11
4229,HO2,8
4229,H2,50
4229,H,196
4230,O2,59
4230,H2O2,12
4230,H2O,31
4230,HO,11
4230,HO2,8
4230,H2,48
4230,H,200
4231,O2,59
4231,H2O2,12
4231,H2O,30
4231,HO,11
4231,HO2,8
4231,O,1
4231,H2,52
4231,H,194
4232,O2,59
4232,H2O2,11
4232,H2O,29
4232,HO,15
4232,HO2,8
4232,H,196
4232,H2,51
4233,O2,56
4233,H2O2,11
4233,O4,1
4233,H2O,29
4233,HO,15
4233,HO2,9
4233,H,197
4233,H2,50
4234,O2,56
4234,H2O2,11
4234,O4,1
4234,H2O,29
4234,HO,15
4234,HO2,9
4234,H,203
4234,H2,47
4235,O2,55
4235,H2O2,11
4235,O4,1
4235,H2O,30
4235,HO,14
4235,HO2,10
4235,H,209
4235,H2,43
4236,O2,55
4236,H2O2,10
4236,O4,1
4236,H2O,30
4236,HO,16
4236,HO2,10
4236,H,209
4236,H2,43
4237,O2,55
4237,H2O2,11
4237,O4,1
4237,H2O,29
4237,HO,15
4237,HO2,10
4237,H,212
4237,H2,42
4238,O2,55
4238,H2O2,12
4238,O4,1
4238,H2O,31
4238,HO,11
4238,HO2,10
4238,H,220
4238,H2,37
4239,O2,55
4239,H2O2,10
4239,O4,1
4239,H2O,31
4239,HO,13
4239,HO2,11
4239,H,217
4239,H2,39
4240,O2,55
4240,H2O2,10
4240,O4,1
4240,H2O,31
4240,HO,13
4240,HO2,11
4240,H,209
4240,H2,43
4241,O2,55
4241,H2O2,9
4241,O4,1
4241,H2O,30
4241,HO,16
4241,HO2,11
4241,H,210
4241,H2,43
4242,O2,55
4242,H2O2,9
4242,O4,1
4242,H2O,30
4242,HO,17
4242,HO2,10
4242,O,1
4242,H,214
4242,H2,41
4243,O2,55
4243,H2O2,9
4243,O4,1
4243,H2O,30
4243,HO,17
4243,HO2,10
4243,O,1
4243,H,212
4243,H2,42
4244,O2,53
4244,H2O2,9
4244,O4,1
4244,H2O,32
4244,HO,16
4244,HO2,10
4244,HO4,1
4244,H,196
4244,H2,48
4245,O2,53
4245,H2O2,9
4245,O4,1
4245,H2O,31
4245,HO,17
4245,HO2,10
4245,HO4,1
4245,H,187
4245,H2,53
4246,O2,53
4246,H2O2,9
4246,O4,1
4246,H2O,31
4246,HO,17
4246,HO2,10
4246,HO4,1
4246,H2,60
4246,H,173
4247,O2,55
4247,H2O2,10
4247,H2O,31
4247,HO,15
4247,HO2,10
4247,HO4,1
4247,H2,55
4247,H,183
4248,O2,55
4248,H2O2,10
4248,H2O,31
4248,HO,15
4248,HO2,10
4248,HO4,1
4248,H2,53
4248,H,187
4249,O2,55
4249,H2O2,10
4249,H2O,31
4249,HO,15
4249,HO2,10
4249,HO4,1
4249,H2,50
4249,H,193
4250,O2,55
4250,H2O2,10
4250,H2O,31
4250,HO,15
4250,HO2,10
4250,HO4,1
4250,H2,49
4250,H,195
4251,O2,55
4251,H2O2,10
4251,H2O,31
4251,HO,15
4251,HO2,10
4251,HO4,1
4251,H2,48
4251,H,197
4252,O2,55
4252,H2O2,9
4252,H2O,29
4252,HO,18
4252,HO2,10
4252,HO4,1
4252,O,1
4252,H2,42
4252,H,212
4253,O2,56
4253,H2O2,9
4253,H2O,30
4253,HO,18
4253,HO2,9
4253,HO4,1
4253,H,211
4253,H2,42
4254,O2,56
4254,H2O2,10
4254,H2O,30
4254,HO,16
4254,HO2,9
4254,HO4,1
4254,H,209
4254,H2,43
4255,O2,56
4255,H2O2,10
4255,H2O,30
4255,HO,16
4255,HO2,9
4255,HO4,1
4255,H,203
4255,H2,46
4256,O2,56
4256,H2O2,10
4256,H2O,30
4256,HO,16
4256,HO2,9
4256,HO4,1
4256,H,201
4256,H2,47
4257,O2,56
4257,H2O2,10
4257,H2O,29
4257,HO,16
4257,HO2,9
4257,HO4,1
4257,O,1
4257,H,209
4257,H2,44
4258,O2,57
4258,H2O2,10
4258,H2O,30
4258,HO,15
4258,HO2,8
4258,HO4,1
4258,O,1
4258,H,199
4258,H2,49
4259,O2,58
4259,HO,17
4259,H2O,31
4259,H2O2,9
4259,HO2,9
4259,H,201
4259,H2,47
4260,O2,58
4260,HO,16
4260,H2O,31
4260,H2O2,9
4260,HO2,9
4260,O,1
4260,H,216
4260,H2,40
4261,O2,58
4261,HO,16
4261,H2O,31
4261,H2O2,9
4261,HO2,9
4261,O,1
4261,H,206
4261,H2,45
4262,O2,59
4262,HO,16
4262,H2O,31
4262,H2O2,9
4262,HO2,8
4262,O,1
4262,H,195
4262,H2,51
4263,O2,58
4263,HO,12
4263,H2O,31
4263,H2O2,11
4263,HO2,9
4263,O,1
4263,H,190
4263,H2,53
4264,O2,58
4264,HO,13
4264,H2O,31
4264,H2O2,11
4264,HO2,9
4264,H,201
4264,H2,47
4265,O2,56
4265,HO,13
4265,H2O,31
4265,H2O2,11
4265,HO2,11
4265,H2,43
4265,H,207
4266,O2,56
4266,H2O2,13
4266,H2O,30
4266,HO,12
4266,HO2,10
4266,H2,49
4266,H,195
4267,O2,56
4267,H2O2,13
4267,H2O,29
4267,HO,13
4267,HO2,10
4267,H2,51
4267,H,192
4268,O2,56
4268,H2O2,13
4268,H2O,29
4268,HO,13
4268,HO2,10
4268,H2,42
4268,H,210
4269,O2,56
4269,H2O2,14
4269,H2O,29
4269,HO,11
4269,HO2,10
4269,H2,39
4269,H,216
4270,O2,57
4270,H2O2,14
4270,H2O,29
4270,HO,11
4270,HO2,9
4270,H2,48
4270,H,199
4271,O2,57
4271,H2O2,14
4271,H2O,29
4271,HO,11
4271,HO2,9
4271,H,197
4271,H2,49
4272,O2,57
4272,H2O2,15
4272,H2O,29
4272,HO,9
4272,HO2,9
4272,H,209
4272,H2,43
4273,O2,57
4273,H2O2,16
4273,H2O,29
4273,HO,6
4273,HO2,9
4273,O,1
4273,H,210
4273,H2,43
4274,O2,57
4274,H2O2,15
4274,H2O,28
4274,HO,10
4274,HO2,9
4274,H,202
4274,H2,47
4275,O2,57
4275,H2O2,15
4275,H2O,28
4275,HO,10
4275,HO2,9
4275,H,202
4275,H2,47
4276,O2,57
4276,H2O2,16
4276,H2O,29
4276,HO2,9
4276,HO,7
4276,H,199
4276,H2,48
4277,O2,57
4277,H2O2,17
4277,H2O,30
4277,HO2,9
4277,HO,4
4277,H,194
4277,H2,50
4278,O2,57
4278,H2O2,17
4278,H2O,29
4278,HO2,9
4278,HO,5
4278,H,209
4278,H2,43
4279,O2,57
4279,H2O2,17
4279,H2O,30
4279,HO2,9
4279,HO,4
4279,H,190
4279,H2,52
4280,O2,58
4280,H2O2,16
4280,H2O,30
4280,HO2,9
4280,HO,4
4280,H,200
4280,H2,48
4281,O2,57
4281,H2O2,16
4281,HO2,10
4281,H2O,30
4281,HO,4
4281,H,201
4281,H2,47
4282,O2,57
4282,H2O2,16
4282,HO2,10
4282,H2O,31
4282,HO,3
4282,H2,45
4282,H,204
4283,O2,57
4283,H2O2,16
4283,HO2,10
4283,H2O,31
4283,HO,3
4283,H2,46
4283,H,202
4284,O2,57
4284,H2O2,16
4284,HO2,10
4284,H2O,31
4284,HO,3
4284,H2,41
4284,H,212
4285,O2,57
4285,H2O2,15
4285,HO2,11
4285,H2O,31
4285,HO,3
4285,H2,43
4285,H,209
4286,O2,57
4286,H2O2,15
4286,HO2,11
4286,H2O,31
4286,HO,3
4286,H2,43
4286,H,209
4287,O2,57
4287,H2O2,15
4287,HO2,11
4287,H2O,30
4287,HO,4
4287,H2,42
4287,H,212
4288,O2,56
4288,H2O2,16
4288,HO2,11
4288,H2O,30
4288,HO,4
4288,H,206
4288,H2,44
4289,O2,56
4289,H2O2,16
4289,HO2,11
4289,H2O,30
4289,HO,4
4289,H,208
4289,H2,43
4290,O2,56
4290,H2O2,16
4290,HO2,11
4290,H2O,31
4290,HO,3
4290,H,205
4290,H2,44
4291,O2,56
4291,H2O2,14
4291,HO2,12
4291,H2O,31
4291,HO,5
4291,H,204
4291,H2,45
4292,O2,56
4292,H2O2,14
4292,HO2,12
4292,H2O,28
4292,HO,8
4292,H,207
4292,H2,45
4293,O2,56
4293,H2O2,14
4293,HO2,12
4293,H2O,29
4293,HO,6
4293,O,1
4293,H,213
4293,H2,42
4294,O2,56
4294,H2O2,14
4294,HO2,12
4294,H2O,29
4294,HO,6
4294,O,1
4294,H,217
4294,H2,40
4295,O2,56
4295,H2O2,14
4295,HO2,12
4295,H2O,29
4295,HO,7
4295,H,208
4295,H2,44
4296,O2,57
4296,H2O2,14
4296,H2O,30
4296,HO2,11
4296,HO,6
4296,H,216
4296,H2,40
4297,O2,57
4297,H2O2,14
4297,H2O,31
4297,HO2,11
4297,HO,5
4297,H,197
4297,H2,49
4298,O2,57
4298,H2O2,14
4298,H2O,32
4298,HO2,11
4298,HO,4
4298,H2,47
4298,H,200
4299,O2,57
4299,H2O2,15
4299,H2O,31
4299,HO2,10
4299,HO,5
4299,H2,44
4299,H,206
4300,O2,56
4300,H2O2,15
4300,H2O,31
4300,HO2,11
4300,HO,5
4300,H2,50
4300,H,193
4301,O2,56
4301,H2O2,14
4301,H2O,32
4301,HO,6
4301,HO2,11
4301,H2,47
4301,H,198
4302,O2,56
4302,H2O2,14
4302,H2O,32
4302,HO,6
4302,HO2,11
4302,H2,46
4302,H,200
4303,O2,56
4303,H2O2,14
4303,H2O,32
4303,HO,6
4303,HO2,11
4303,H2,42
4303,H,208
4304,O2,56
4304,H2O2,14
4304,H2O,32
4304,HO,6
4304,HO2,11
4304,H,218
4304,H2,37
4305,O2,56
4305,H2O2,13
4305,H2O,31
4305,HO,7
4305,HO2,12
4305,H,214
4305,H2,40
4306,O2,56
4306,H2O2,13
4306,H2O,31
4306,HO,7
4306,HO2,12
4306,H,214
4306,H2,40
4307,O2,56
4307,H2O2,12
4307,H2O,31
4307,HO,9
4307,HO2,12
4307,H,214
4307,H2,40
4308,O2,57
4308,H2O2,12
4308,H2O,30
4308,HO,10
4308,HO2,11
4308,H,196
4308,H2,50
4309,O2,57
4309,H2O2,11
4309,H2O,30
4309,HO2,12
4309,HO,10
4309,H,209
4309,H2,44
4310,O2,57
4310,H2O2,11
4310,H2O,30
4310,HO2,12
4310,HO,10
4310,H,205
4310,H2,46
4311,O2,57
4311,H2O2,10
4311,H2O,31
4311,HO2,12
4311,HO,11
4311,H,208
4311,H2,44
4312,O2,57
4312,H2O2,10
4312,H2O,31
4312,HO2,12
4312,HO,10
4312,O,1
4312,H,211
4312,H2,43
4313,O2,57
4313,H2O2,10
4313,H2O,31
4313,HO,10
4313,HO2,12
4313,O,1
4313,H,205
4313,H2,46
4314,O2,57
4314,H2O2,10
4314,H2O,32
4314,HO2,12
4314,HO,10
4314,H2,48
4314,H,199
4315,O2,57
4315,H2O2,10
4315,H2O,32
4315,HO2,12
4315,HO,10
4315,H2,45
4315,H,205
4316,O2,57
4316,H2O2,10
4316,H2O,33
4316,HO2,12
4316,HO,9
4316,H2,48
4316,H,198
4317,O2,57
4317,H2O2,10
4317,H2O,33
4317,HO2,12
4317,HO,9
4317,H2,50
4317,H,194
4318,O2,56
4318,H2O2,10
4318,H2O,32
4318,HO2,13
4318,HO,10
4318,H2,48
4318,H,198
4319,O2,56
4319,H2O2,10
4319,H2O,32
4319,HO2,13
4319,HO,10
4319,H2,43
4319,H,208
4320,O2,56
4320,HO,14
4320,H2O,32
4320,HO2,15
4320,H2O2,6
4320,H,212
4320,H2,42
4321,O2,56
4321,HO,13
4321,H2O,33
4321,H2O2,7
4321,HO2,14
4321,H,204
4321,H2,45
4322,O2,56
4322,HO,13
4322,H2O,33
4322,H2O2,7
4322,HO2,14
4322,H,218
4322,H2,38
4323,O2,56
4323,HO,11
4323,H2O,33
4323,H2O2,8
4323,HO2,14
4323,H,210
4323,H2,42
4324,O2,56
4324,HO,14
4324,H2O,33
4324,H2O2,7
4324,HO2,13
4324,O,1
4324,H,214
4324,H2,40
4325,O2,56
4325,HO,14
4325,H2O,33
4325,H2O2,7
4325,HO2,13
4325,O,1
4325,H,218
4325,H2,38
4326,O2,56
4326,HO,14
4326,H2O,33
4326,H2O2,7
4326,HO2,13
4326,O,1
4326,H,206
4326,H2,44
4327,O2,57
4327,HO,14
4327,H2O,33
4327,H2O2,7
4327,HO2,12
4327,O,1
4327,H,205
4327,H2,45
4328,O2,57
4328,HO,17
4328,H2O,33
4328,H2O2,6
4328,HO2,12
4328,H,212
4328,H2,41
4329,O2,56
4329,HO,18
4329,H2O,32
4329,H2O2,7
4329,HO2,12
4329,H,211
4329,H2,41
4330,O2,56
4330,HO,18
4330,H2O,32
4330,H2O2,7
4330,HO2,12
4330,H,207
4330,H2,43
4331,O2,56
4331,HO,18
4331,H2O,32
4331,H2O2,7
4331,HO2,12
4331,H2,47
4331,H,199
4332,O2,56
4332,HO,17
4332,H2O,32
4332,H2O2,7
4332,HO2,12
4332,O,1
4332,H2,49
4332,H,196
4333,O2,56
4333,HO,18
4333,H2O,32
4333,H2O2,7
4333,HO2,12
4333,H2,45
4333,H,203
4334,O2,56
4334,HO,18
4334,H2O,32
4334,H2O2,7
4334,HO2,12
4334,H2,52
4334,H,189
4335,O2,56
4335,HO,17
4335,H2O,33
4335,H2O2,7
4335,HO2,12
4335,H2,54
4335,H,184
4336,O2,56
4336,HO,17
4336,H2O,33
4336,H2O2,7
4336,HO2,12
4336,H2,58
4336,H,176
4337,O2,57
4337,HO,19
4337,H2O,33
4337,H2O2,6
4337,HO2,11
4337,H,199
4337,H2,47
4338,O2,57
4338,HO,19
4338,H2O,33
4338,H2O2,6
4338,HO2,11
4338,H,201
4338,H2,46
4339,O2,56
4339,HO,19
4339,H2O,33
4339,H2O2,6
4339,HO2,12
4339,H,212
4339,H2,40
4340,O2,56
4340,HO,20
4340,H2O,32
4340,H2O2,6
4340,HO2,12
4340,H,217
4340,H2,38
4341,O2,56
4341,HO,19
4341,H2O,32
4341,H2O2,6
4341,HO2,12
4341,O,1
4341,H,224
4341,H2,35
4342,O2,56
4342,HO,18
4342,H2O,33
4342,H2O2,6
4342,HO2,12
4342,O,1
4342,H,219
4342,H2,37
4343,O2,56
4343,HO,16
4343,H2O,33
4343,H2O2,6
4343,HO2,13
4343,O,1
4343,H,210
4343,H2,42
4344,O2,56
4344,HO,16
4344,H2O,33
4344,H2O2,6
4344,HO2,13
4344,O,1
4344,H,210
4344,H2,42
4345,O2,56
4345,HO,17
4345,H2O,32
4345,H2O2,6
4345,HO2,13
4345,O,1
4345,H,209
4345,H2,43
4346,O2,56
4346,H2O2,7
4346,H2O,32
4346,HO,14
4346,HO2,13
4346,O,2
4346,H,206
4346,H2,45
4347,O2,56
4347,H2O2,8
4347,H2O,31
4347,HO,16
4347,HO2,12
4347,O,1
4347,H2,46
4347,H,203
4348,O2,56
4348,H2O2,9
4348,H2O,31
4348,HO,15
4348,HO2,12
4348,H2,49
4348,H,196
4349,O2,56
4349,H2O2,9
4349,H2O,30
4349,HO,16
4349,HO2,12
4349,H2,45
4349,H,205
4350,O2,56
4350,H2O2,10
4350,H2O,30
4350,HO,14
4350,HO2,12
4350,H2,50
4350,H,195
4351,O2,56
4351,H2O2,9
